Zip.Code,Sample.Number,Date.Submitted,Analysis..Lead.,Lead.ppb,Analysis..Copper.,copper.ppb,Street..,Street.Name,City,N,income,ave.income
48504,LG66311,8/11/16,Lead,0,Copper,0,724,LINCOLN AVE,FLINT,11938,314151,26.31521193
48504,LG89419,12/1/16,Lead,,Copper,,1624,SEMINOLE ST,FLINT,11938,314151,26.31521193
48504,LG75353,9/21/16,Lead,0,Copper,0,1606,PARK ST,FLINT,11938,314151,26.31521193
48504,LG61204,7/20/16,Lead,4,Copper,70,2812,CLEMENT ST,FLINT,11938,314151,26.31521193
48504,LG77515,9/27/16,Lead,0,Copper,0,1802,CARMANBROOK PKWY,FLINT,11938,314151,26.31521193
48504,LG76227,9/22/16,Lead,2,Copper,0,5313,MARJA ST,FLINT,11938,314151,26.31521193
48504,LG61101,7/20/16,Lead,0,Copper,60,1201,N GRAND TRAVERSE ST,FLINT,11938,314151,26.31521193
48504,LG60607,7/19/16,Lead,2,Copper,50,2840,CLEMENT ST,FLINT,11938,314151,26.31521193
48504,LG87995,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,11938,314151,26.31521193
48504,LG87997,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,11938,314151,26.31521193
48504,LG79613,10/3/16,Lead,9,Copper,80,132,W LAKEVIEW AVE,FLINT,11938,314151,26.31521193
48504,LG88047,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,11938,314151,26.31521193
48504,LG81114,10/10/16,Lead,0,Copper,0,523,ALVORD AVE,FLINT,11938,314151,26.31521193
48504,LG90779,12/8/16,Lead,0,Copper,0,6303,CORUNNA,FLINT,11938,314151,26.31521193
48504,LG83033,10/20/16,Lead,0,Copper,0,836,S SAGINAW ST,FLINT,11938,314151,26.31521193
48504,LG67818,8/18/16,Lead,7,Copper,0,2521,THOMAS ST,FLINT,11938,314151,26.31521193
48504,LG87338,11/17/16,Lead,3,Copper,0,1915,COPEMAN BLVD,FLINT,11938,314151,26.31521193
48504,LG83020,10/20/16,Lead,0,Copper,0,913,YOUNG ST,FLINT,11938,314151,26.31521193
48504,LG93153,12/22/16,Lead,,Copper,,520,KENSINGTON AVE,FLINT,11938,314151,26.31521193
48504,LG87620,11/17/16,Lead,,Copper,,,MADISON ACADEMY,DAVISON,11938,314151,26.31521193
48504,LG88146,11/21/16,Lead,0,Copper,0,1221,INGLESIDE AVE,FLINT,11938,314151,26.31521193
48504,LG87329,11/17/16,Lead,0,Copper,0,3614,WESLEY ST,FLINT,11938,314151,26.31521193
48504,LG76107,9/22/16,Lead,0,Copper,0,1351,N BALLENGER HWY,FLINT,11938,314151,26.31521193
48504,LG64581,8/4/16,Lead,5,Copper,0,2125,HILLS ST,FLINT,11938,314151,26.31521193
48504,LG63368,8/1/16,Lead,0,Copper,0,,,,11938,314151,26.31521193
48504,LG63360,8/1/16,Lead,1,Copper,0,633,W BISHOP AVE,FLINT,11938,314151,26.31521193
48504,LG92071,12/15/16,Lead,,Copper,,2429,KANSAS AVE,FLINT,11938,314151,26.31521193
48504,LG60647,7/19/16,Lead,5,Copper,0,2619,LANDON ST,FLINT,11938,314151,26.31521193
48504,LG81792,10/13/16,Lead,61,Copper,220,641,E BALTIMORE BLVD,FLINT,11938,314151,26.31521193
48504,LG72812,9/12/16,Lead,14,Copper,100,711,HUBBARD AVE,FLINT,11938,314151,26.31521193
48504,LG77546,9/27/16,Lead,0,Copper,80,1201,N GRAND TRAVERSE ST,FLINT,11938,314151,26.31521193
48504,LG89401,12/1/16,Lead,0,Copper,0,3600,DORT HWY,FLINT,11938,314151,26.31521193
48504,LG84525,10/31/16,Lead,0,Copper,0,3625,DORT HWY,FLINT,11938,314151,26.31521193
48504,LG60657,7/19/16,Lead,0,Copper,0,3602,DOUGLAS AVE,FLINT,11938,314151,26.31521193
48504,LG61135,7/20/16,Lead,0,Copper,170,1201,N GRAND TRAVERSE ST,FLINT,11938,314151,26.31521193
48504,LG87692,11/17/16,Lead,,Copper,,2413,CALUMET ST,FLINT,11938,314151,26.31521193
48504,LG86547,11/10/16,Lead,,Copper,,906,BROOKHOLLOW CT APT 2B,FLINT,11938,314151,26.31521193
48504,LG70050,8/29/16,Lead,6,Copper,0,1125,BARRIE AVE,FLINT,11938,314151,26.31521193
48504,LG76084,9/22/16,Lead,2,Copper,60,426,S FRANKLIN AVE,FLINT,11938,314151,26.31521193
48504,LG60224,7/18/16,Lead,0,Copper,0,1541,MONTANA AVE,FLINT,11938,314151,26.31521193
48504,LG88702,11/28/16,Lead,,Copper,,6810,DANA LN,FLINT,11938,314151,26.31521193
48504,LG59610,7/14/16,Lead,7,Copper,0,2648,JODY CT,FLINT,11938,314151,26.31521193
48504,LG67836,8/18/16,Lead,4,Copper,0,2820,CLEMENT ST,FLINT,11938,314151,26.31521193
48504,LG92037,12/15/16,Lead,0,Copper,160,7022,SAGINAW ST,FLINT,11938,314151,26.31521193
48504,LG67928,8/18/16,Lead,6,Copper,0,1406,WALDMAN AVE,FLINT,11938,314151,26.31521193
48504,LG67855,8/18/16,Lead,0,Copper,0,1738,WALNUT CREEK DR,FLINT,11938,314151,26.31521193
48504,LG64548,8/4/16,Lead,3,Copper,0,1033,GLADWIN ST,FLINT,11938,314151,26.31521193
48504,LG80746,10/6/16,Lead,3,Copper,120,1724,OVERHILL DR,FLINT,11938,314151,26.31521193
48504,LG58868,7/12/16,Lead,7,Copper,60,2106,PIERCE ST,FLINT,11938,314151,26.31521193
48504,LG77561,9/27/16,Lead,5,Copper,140,1201,N GRAND TRAVERSE ST,FLINT,11938,314151,26.31521193
48504,LG81098,10/10/16,Lead,1,Copper,0,2304,WOODROW AVE,FLINT,11938,314151,26.31521193
48504,LG63020,7/28/16,Lead,11,Copper,0,416,MARQUETTE ST,FLINT,11938,314151,26.31521193
48504,LG70060,8/29/16,Lead,231,Copper,"2,330",1825,DAKOTA AVE,FLINT,11938,314151,26.31521193
48504,LG93149,12/22/16,Lead,,Copper,,3618,PINGREE AVE,FLINT,11938,314151,26.31521193
48504,LG77528,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,11938,314151,26.31521193
48504,LG69521,8/25/16,Lead,2,Copper,0,719,KENSINGTON AVE,FLINT,11938,314151,26.31521193
48504,LG61114,7/20/16,Lead,0,Copper,60,1201,N GRAND TRAVERSE ST,FLINT,11938,314151,26.31521193
48504,LG69495,8/25/16,Lead,96,Copper,0,732,VERMILYA AVE,FLINT,11938,314151,26.31521193
48504,LG58835,7/12/16,Lead,0,Copper,0,3710,N AVERILL AVE,FLINT,11938,314151,26.31521193
48504,LG88173,11/21/16,Lead,,Copper,,201,EAST PHILADELPHIA BLVD,FLINT,11938,314151,26.31521193
48504,LG81103,10/10/16,Lead,0,Copper,0,4006,GREENBROOK LN,FLINT,11938,314151,26.31521193
48504,LG59572,7/14/16,Lead,0,Copper,0,3602,COMANCHE AVE,FLINT,11938,314151,26.31521193
48504,LG86696,11/14/16,Lead,7,Copper,100,2042,WINANS AVE,FLINT,11938,314151,26.31521193
48504,LG80758,10/6/16,Lead,9,Copper,70,5809,BRANCH RD,FLINT,11938,314151,26.31521193
48504,LG68213,8/19/16,Lead,4,Copper,0,750,CRAWFORD ST,FLINT,11938,314151,26.31521193
48504,LG89848,12/5/16,Lead,,Copper,,3725,S SAGINAW ST SUITE 105,FLINT,11938,314151,26.31521193
48504,LG66327,8/11/16,Lead,0,Copper,0,2724,AVE A APT #4,FLINT,11938,314151,26.31521193
48504,LG72845,9/12/16,Lead,5,Copper,0,1509,WISCONSIN AVE,FLINT,11938,314151,26.31521193
48504,LG63043,7/28/16,Lead,133,Copper,230,2526,NORBERT ST,FLINT,11938,314151,26.31521193
48504,LG87682,11/17/16,Lead,,Copper,,1408,BLACKBERRY LN,FLINT,11938,314151,26.31521193
48504,LG70996,9/1/16,Lead,0,Copper,0,801,W PIERSON RD,FLINT,11938,314151,26.31521193
48504,LG75358,9/21/16,Lead,6,Copper,0,2508,ALTOONA ST,FLINT,11938,314151,26.31521193
48504,LG77510,9/27/16,Lead,0,Copper,0,2954,CONCORD ST,FLINT,11938,314151,26.31521193
48504,LG75284,9/21/16,Lead,2,Copper,0,635,ALVORD AVE,FLINT,11938,314151,26.31521193
48504,LG60227,7/18/16,Lead,2,Copper,60,2330,S DORT HWY,FLINT,11938,314151,26.31521193
48504,LG58057,7/7/16,Lead,1,Copper,110,520,S LYNCH ST,FLINT,11938,314151,26.31521193
48504,LG84535,10/31/16,Lead,,Copper,,4709,CRESTBROOK LN,FLINT,11938,314151,26.31521193
48504,LG62998,7/28/16,Lead,0,Copper,0,3085,N GENESEE RD APT 217,FLINT,11938,314151,26.31521193
48504,LG61943,7/25/16,Lead,0,Copper,50,3501,DEARBORN ST,FLINT,11938,314151,26.31521193
48504,LG72846,9/12/16,Lead,5,Copper,0,612,COPEMAN BLVD,FLINT,11938,314151,26.31521193
48504,LG75291,9/21/16,Lead,0,Copper,0,1726,WALNUT CREEK DR,FLINT,11938,314151,26.31521193
48504,LG87368,11/17/16,Lead,4,Copper,0,702,CHURCH ST,FLINT,11938,314151,26.31521193
48504,LG83425,10/24/16,Lead,0,Copper,80,635,SAGINAW ST,FLINT,11938,314151,26.31521193
48504,LG63046,7/28/16,Lead,0,Copper,190,2806,WILTON PL,FLINT,11938,314151,26.31521193
48504,LG88037,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,11938,314151,26.31521193
48504,LG67881,8/18/16,Lead,4,Copper,100,2419,WELCH BLVD,FLINT,11938,314151,26.31521193
48504,LG58009,7/7/16,Lead,0,Copper,0,1314,W MOTT AVE,FLINT,11938,314151,26.31521193
48504,LG85730,11/7/16,Lead,,Copper,,3740,LORRAINE AVE,FLINT,11938,314151,26.31521193
48504,LG66714,8/15/16,Lead,0,Copper,0,3133,WYOMING AVE,FLINT,11938,314151,26.31521193
48504,LG83056,10/20/16,Lead,32,Copper,570,808,E 2ND ST,FLINT,11938,314151,26.31521193
48504,LG81805,10/13/16,Lead,4,Copper,290,1201,W GRAND TRAVERSE ST,FLINT,11938,314151,26.31521193
48504,LG59588,7/14/16,Lead,4,Copper,0,1642,DELAWARE AVE,FLINT,11938,314151,26.31521193
48504,LG76100,9/22/16,Lead,4,Copper,0,745,CLINTON ST,FLINT,11938,314151,26.31521193
48504,LG87427,11/17/16,Lead,0,Copper,0,620,CRAWFORD ST,FLINT,11938,314151,26.31521193
48504,LG88155,11/21/16,Lead,,Copper,,3106,CLEMENT ST,FLINT,11938,314151,26.31521193
48504,LG67956,8/18/16,Lead,4,Copper,60,2017,CONCORD ST,FLINT,11938,314151,26.31521193
48504,LG67945,8/18/16,Lead,0,Copper,0,4705,CRESTBROOK LN,FLINT,11938,314151,26.31521193
48504,LG74859,9/19/16,Lead,0,Copper,0,2256,NOLEN DR,FLINT,11938,314151,26.31521193
48504,LG67859,8/18/16,Lead,0,Copper,0,617,THOMSON ST,FLINT,11938,314151,26.31521193
48504,LG67916,8/18/16,Lead,5,Copper,0,737,CLINTON ST,FLINT,11938,314151,26.31521193
48504,LG80750,10/6/16,Lead,11,Copper,70,1123,W STEWART AVE,FLINT,11938,314151,26.31521193
48504,LG57998,7/7/16,Lead,0,Copper,0,2002,SANTA BARBARA DR,FLINT,11938,314151,26.31521193
48504,LG67826,8/18/16,Lead,2,Copper,50,2961,NATHAN AVE,FLINT,11938,314151,26.31521193
48504,LG68018,8/18/16,Lead,0,Copper,0,1002,S SAGINAW ST,FLINT,11938,314151,26.31521193
48504,LG60620,7/19/16,Lead,0,Copper,90,4709,CRESTBROOK LN,FLINT,11938,314151,26.31521193
48504,LG88059,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,11938,314151,26.31521193
48504,LG67862,8/18/16,Lead,0,Copper,0,4302,OGEMA AVE,FLINT,11938,314151,26.31521193
48504,LG75280,9/21/16,Lead,9,Copper,100,4024,CIRCLE DR,FLINT,11938,314151,26.31521193
48504,LG71327,9/6/16,Lead,39,Copper,70,2422,SENECA ST,FLINT,11938,314151,26.31521193
48504,LG61544,7/21/16,Lead,43,Copper,0,2613,E COURT ST,FLINT,11938,314151,26.31521193
48504,LG72144,9/8/16,Lead,25,Copper,0,717,DICKINSON ST,FLINT,11938,314151,26.31521193
48504,LG85369,11/3/16,Lead,2,Copper,190,611,WELLER ST,FLINT,11938,314151,26.31521193
48504,LG89854,12/5/16,Lead,,Copper,,422,TENNYSON AVE,FLINT,11938,314151,26.31521193
48504,LG85715,11/7/16,Lead,,Copper,,1124,EDITH AVE,FLINT,11938,314151,26.31521193
48504,LG75389,9/21/16,Lead,0,Copper,100,4709,CRESTBROOK LN,FLINT,11938,314151,26.31521193
48504,LG87588,11/17/16,Lead,,Copper,,,DAYSTAR CHILDCARE CENTER,FLINT,11938,314151,26.31521193
48504,LG67895,8/18/16,Lead,2,Copper,0,1233,WASHINGTON AVE,FLINT,11938,314151,26.31521193
48504,LG64582,8/4/16,Lead,0,Copper,0,2125,HILLS ST,FLINT,11938,314151,26.31521193
48504,LG76089,9/22/16,Lead,4,Copper,0,1112,LIPPINCOTT BLVD,FLINT,11938,314151,26.31521193
48504,LG72827,9/12/16,Lead,7,Copper,0,717,ST CLAIR,FLINT,11938,314151,26.31521193
48504,LG61930,7/25/16,Lead,3,Copper,0,608,PAGE ST,FLINT,11938,314151,26.31521193
48504,LG69540,8/25/16,Lead,2,Copper,190,1322,MANN AVE,FLINT,11938,314151,26.31521193
48504,LG87342,11/17/16,Lead,2,Copper,0,1614,PARK ST,FLINT,11938,314151,26.31521193
48504,LG68217,8/19/16,Lead,0,Copper,0,714,W JACKSON AVE,FLINT,11938,314151,26.31521193
48504,LG60807,7/20/16,Lead,5,Copper,0,617,E MCCLELLAN ST,FLINT,11938,314151,26.31521193
48504,LG84157,10/27/16,Lead,8,Copper,60,1002,S SAGINAW ST,FLINT,11938,314151,26.31521193
48504,LG59621,7/14/16,Lead,4,Copper,0,2001,N CENTER RD APT #107,FLINT,11938,314151,26.31521193
48504,LG83038,10/20/16,Lead,0,Copper,0,,,FLINT,11938,314151,26.31521193
48504,LG79599,10/3/16,Lead,4,Copper,60,1634,WYOMING AVE,FLINT,11938,314151,26.31521193
48504,LG87795,11/18/16,Lead,4,Copper,0,737,CLINTON ST,FLINT,11938,314151,26.31521193
48504,LG81106,10/10/16,Lead,0,Copper,0,4322,GREENBROOK LN,FLINT,11938,314151,26.31521193
48504,LG61086,7/20/16,Lead,40,Copper,0,1213,W HAMILTON AVE,FLINT,11938,314151,26.31521193
48504,LG58052,7/7/16,Lead,0,Copper,280,3347,CHEYENNE AVE,BURTON,11938,314151,26.31521193
48504,LG81092,10/10/16,Lead,0,Copper,0,2931,CLEMENT ST,FLINT,11938,314151,26.31521193
48504,LG87332,11/17/16,Lead,1,Copper,60,2309,LEITH ST,FLINT,11938,314151,26.31521193
48504,LG84171,10/27/16,Lead,3,Copper,0,448,SAGINAW ST,FLINT,11938,314151,26.31521193
48504,LG81780,10/13/16,Lead,12,Copper,130,1930,COLCHESTER RD,FLINT,11938,314151,26.31521193
48504,LG61486,7/21/16,Lead,0,Copper,0,110,E BALTIMORE BLVD,FLINT,11938,314151,26.31521193
48504,LG87678,11/17/16,Lead,0,Copper,70,1511,E ATHERTON ST,FLINT,11938,314151,26.31521193
48504,LG71025,9/1/16,Lead,8,Copper,0,1940,COLCHESTER RD,FLINT,11938,314151,26.31521193
48504,LG58842,7/12/16,Lead,2,Copper,100,,,FLINT,11938,314151,26.31521193
48504,LG60817,7/20/16,Lead,1,Copper,0,714,W JACKSON AVE,FLINT,11938,314151,26.31521193
48504,LG89841,12/5/16,Lead,0,Copper,0,1602,UNIVERSITY AVENUE,FLINT,11938,314151,26.31521193
48504,LG61487,7/21/16,Lead,0,Copper,0,2037,CADILLAC ST,FLINT,11938,314151,26.31521193
48504,LG88680,11/28/16,Lead,,Copper,,706,COLUMBIA LN,FLINT,11938,314151,26.31521193
48504,LG86716,11/14/16,Lead,,Copper,,1506,KNIGHT AVE,FLINT,11938,314151,26.31521193
48504,LG58016,7/7/16,Lead,9,Copper,0,417,W JACKSON AVE,FLINT,11938,314151,26.31521193
48504,LG88128,11/21/16,Lead,0,Copper,460,2525,DORT HWY,FLINT,11938,314151,26.31521193
48504,LG90788,12/8/16,Lead,14,Copper,170,746,SAGINAW ST,FLINT,11938,314151,26.31521193
48504,LG71353,9/6/16,Lead,0,Copper,290,512,S GRAND TRAVERSE ST,FLINT,11938,314151,26.31521193
48504,LG93146,12/22/16,Lead,,Copper,,3622,GRATIOT AVE,FLINT,11938,314151,26.31521193
48504,LG74238,9/15/16,Lead,4,Copper,0,2311,N VERNON,FLINT,11938,314151,26.31521193
48504,LG83439,10/24/16,Lead,,Copper,,1215,HURON ST,FLINT,11938,314151,26.31521193
48504,LG89400,12/1/16,Lead,0,Copper,0,3100,LAKEWOOD DR,FLINT,11938,314151,26.31521193
48504,LG58053,7/7/16,Lead,0,Copper,0,6802,SALLY CT,FLINT,11938,314151,26.31521193
48504,LG87612,11/17/16,Lead,,Copper,,,LITTLE PEOPLES PLAYHOUSE,FLUSHING,11938,314151,26.31521193
48504,LG87451,11/17/16,Lead,2,Copper,0,4214,OGEMA AVE,FLINT,11938,314151,26.31521193
48504,LG87440,11/17/16,Lead,2,Copper,0,1704,PARK ST,FLINT,11938,314151,26.31521193
48504,LG66293,8/11/16,Lead,0,Copper,90,1911,CARMANBROOK PKWY,FLINT,11938,314151,26.31521193
48504,LG71017,9/1/16,Lead,1,Copper,70,1632,W ATHERTON RD,FLINT,11938,314151,26.31521193
48504,LG86709,11/14/16,Lead,,Copper,,424,CRAPO ST APT #3,FLINT,11938,314151,26.31521193
48504,LG87367,11/17/16,Lead,0,Copper,80,2701,LAKEWOOD DR,FLINT,11938,314151,26.31521193
48504,LG67817,8/18/16,Lead,4,Copper,0,421,W WITHERBEE ST,FLINT,11938,314151,26.31521193
48504,LG88126,11/21/16,Lead,0,Copper,0,2320,DORT HWY,FLINT,11938,314151,26.31521193
48504,LG67961,8/18/16,Lead,2,Copper,260,4337,VINROSE DR,FLINT,11938,314151,26.31521193
48504,LG60598,7/19/16,Lead,2,Copper,70,2801,YALE ST,FLINT,11938,314151,26.31521193
48504,LG75348,9/21/16,Lead,5,Copper,0,702,CHURCH ST,FLINT,11938,314151,26.31521193
48504,LG59618,7/14/16,Lead,0,Copper,50,2101,STEDRON APT #141,FLINT,11938,314151,26.31521193
48504,LG59582,7/14/16,Lead,0,Copper,0,4007,CIRCLE DR,FLINT,11938,314151,26.31521193
48504,LG77509,9/27/16,Lead,0,Copper,0,2954,CONCORD ST,FLINT,11938,314151,26.31521193
48504,LG83434,10/24/16,Lead,0,Copper,0,2701,CONCORD ST,FLINT,11938,314151,26.31521193
48504,LG91211,12/12/16,Lead,,Copper,,817,ALVORD AVE,FLINT,11938,314151,26.31521193
48504,LG72798,9/12/16,Lead,3,Copper,90,1605,WINONA ST,FLINT,11938,314151,26.31521193
48504,LG87356,11/17/16,Lead,1,Copper,60,2808,MALLERY ST,FLINT,11938,314151,26.31521193
48504,LG67904,8/18/16,Lead,0,Copper,60,3827,LEITH ST,FLINT,11938,314151,26.31521193
48504,LG89420,12/1/16,Lead,,Copper,,502,PHILADELPHIA BLVD,FLINT,11938,314151,26.31521193
48504,LG58847,7/12/16,Lead,4,Copper,150,1402,AVE B,FLINT,11938,314151,26.31521193
48504,LG85729,11/7/16,Lead,,Copper,,3810,HERRICK ST,FLINT,11938,314151,26.31521193
48504,LG68478,8/22/16,Lead,0,Copper,0,1547,E ATHERTON RD,FLINT,11938,314151,26.31521193
48504,LG89869,12/5/16,Lead,,Copper,,1502,BEGOLE ST,FLINT,11938,314151,26.31521193
48504,LG60665,7/19/16,Lead,14,Copper,0,2819,CLEMENT ST,FLINT,11938,314151,26.31521193
48504,LG63029,7/28/16,Lead,0,Copper,0,811,FISK DR,FLINT,11938,314151,26.31521193
48504,LG75315,9/21/16,Lead,2,Copper,0,2319,CALUMET ST,FLINT,11938,314151,26.31521193
48504,LG88042,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,11938,314151,26.31521193
48504,LG81790,10/13/16,Lead,0,Copper,0,2722,BEGOLE ST,FLINT,11938,314151,26.31521193
48504,LG81778,10/13/16,Lead,11,Copper,210,3202,HAWTHORNE DR,FLINT,11938,314151,26.31521193
48504,LG60781,7/20/16,Lead,8,Copper,0,2041,CHURCH ST,FLINT,11938,314151,26.31521193
48504,LG89840,12/5/16,Lead,0,Copper,0,1602,UNIVERSITY AVENUE,FLINT,11938,314151,26.31521193
48504,LG67820,8/18/16,Lead,2,Copper,60,2801,YALE ST,FLINT,11938,314151,26.31521193
48504,LG74862,9/19/16,Lead,146,Copper,390,525,D LYNCH AVE,FLINT,11938,314151,26.31521193
48504,LG68211,8/19/16,Lead,10,Copper,250,2650,LAKEWOOD CT,FLINT,11938,314151,26.31521193
48504,LG71009,9/1/16,Lead,13,Copper,0,2026,E COURT ST,FLINT,11938,314151,26.31521193
48505,LG83441,10/24/16,Lead,,Copper,,2440,CHICAGO BLVD,FLINT,9125,180313,19.76032877
48505,LG58860,7/12/16,Lead,0,Copper,0,1021,MCKEIGHAN AVE,FLINT,9125,180313,19.76032877
48505,LG60601,7/19/16,Lead,11,Copper,0,2816,CONCORD ST,FLINT,9125,180313,19.76032877
48505,LG85711,11/7/16,Lead,,Copper,,519,CHANDLER AVE,FLINT,9125,180313,19.76032877
48505,LG84132,10/27/16,Lead,,Copper,,2006,STONEY BROOK CT,FLINT,9125,180313,19.76032877
48505,LG68441,8/22/16,Lead,1,Copper,0,630,E JAMIESON ST,FLINT,9125,180313,19.76032877
48505,LG59625,7/14/16,Lead,0,Copper,0,717,DICKINSON ST,FLINT,9125,180313,19.76032877
48505,LG86708,11/14/16,Lead,,Copper,,2937,WYOMING AVE,FLINT,9125,180313,19.76032877
48505,LG60804,7/20/16,Lead,0,Copper,0,139,GREEN ST,FLINT,9125,180313,19.76032877
48505,LG89849,12/5/16,Lead,,Copper,,2517,LESTER CT,FLINT,9125,180313,19.76032877
48505,LG61131,7/20/16,Lead,0,Copper,90,1201,N GRAND TRAVERSE ST,FLINT,9125,180313,19.76032877
48505,LG63366,8/1/16,Lead,0,Copper,60,2010,BARKS ST,FLINT,9125,180313,19.76032877
48505,LG61517,7/21/16,Lead,0,Copper,60,2125,BRIAR HILL RD,FLINT,9125,180313,19.76032877
48505,LG67883,8/18/16,Lead,69,Copper,110,2410,HILLS ST,FLINT,9125,180313,19.76032877
48505,LG76259,9/22/16,Lead,0,Copper,0,1005,PERSHING ST,FLINT,9125,180313,19.76032877
48505,LG64542,8/4/16,Lead,1,Copper,0,2812,BEGOLE ST,FLINT,9125,180313,19.76032877
48505,LG83023,10/20/16,Lead,0,Copper,0,2409,HILLS ST,FLINT,9125,180313,19.76032877
48505,LG85706,11/7/16,Lead,,Copper,,4402,HUCKLEBERRY LN,FLINT,9125,180313,19.76032877
48505,LG67947,8/18/16,Lead,2,Copper,0,705,ALVORD AVE,FLINT,9125,180313,19.76032877
48505,LG90822,12/8/16,Lead,,Copper,,3622,GRATIOT AVE,FLINT,9125,180313,19.76032877
48505,LG68455,8/22/16,Lead,1,Copper,0,2539,N CHEVROLET AVE,FLINT,9125,180313,19.76032877
48505,LG84131,10/27/16,Lead,,Copper,,1217,MAXINE ST,FLINT,9125,180313,19.76032877
48505,LG77517,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9125,180313,19.76032877
48505,LG84148,10/27/16,Lead,,Copper,,2302,MOUNTAIN AVE,FLINT,9125,180313,19.76032877
48505,LG75297,9/21/16,Lead,7,Copper,0,631,ALVORD AVE,FLINT,9125,180313,19.76032877
48505,LG83014,10/20/16,Lead,0,Copper,0,3622,HOGARTH AVE,FLINT,9125,180313,19.76032877
48505,LG60629,7/19/16,Lead,1,Copper,80,4709,LYNBROOK DR,FLINT,9125,180313,19.76032877
48505,LG67814,8/18/16,Lead,6,Copper,70,1514,WELCH BLVD,FLINT,9125,180313,19.76032877
48505,LG71018,9/1/16,Lead,2,Copper,80,2119,SLOAN ST,FLINT,9125,180313,19.76032877
48505,LG88010,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9125,180313,19.76032877
48505,LG90780,12/8/16,Lead,0,Copper,0,328,GRAND TRAVERSE,FLINT,9125,180313,19.76032877
48505,LG60776,7/20/16,Lead,5,Copper,0,1233,WASHINGTON AVE,FLINT,9125,180313,19.76032877
48505,LG63015,7/28/16,Lead,3,Copper,0,133,W DEWEY ST,FLINT,9125,180313,19.76032877
48505,LG76872,9/26/16,Lead,5,Copper,0,1809,MONTCLAIR AVE 4,FLINT,9125,180313,19.76032877
48505,LG80765,10/6/16,Lead,0,Copper,90,3119,KIRKWOOD LN,FLINT,9125,180313,19.76032877
48505,LG64997,8/8/16,Lead,0,Copper,0,217,HILLVIEW TER,FENTON,9125,180313,19.76032877
48505,LG75324,9/21/16,Lead,3,Copper,0,3618,MASON ST,FLINT,9125,180313,19.76032877
48505,LG84140,10/27/16,Lead,,Copper,,3301,HAWTHORNE DR,FLINT,9125,180313,19.76032877
48505,LG72791,9/12/16,Lead,2,Copper,0,605,ODETTE ST,FLINT,9125,180313,19.76032877
48505,LG67856,8/18/16,Lead,1,Copper,0,616,CRAWFORD ST,FLINT,9125,180313,19.76032877
48505,LG84155,10/27/16,Lead,,Copper,,2210,W STEWART AVE,FLINT,9125,180313,19.76032877
48505,LG61121,7/20/16,Lead,0,Copper,170,1201,N GRAND TRAVERSE ST,FLINT,9125,180313,19.76032877
48505,LG84514,10/31/16,Lead,0,Copper,160,2820,SAGINAW ST,FLINT,9125,180313,19.76032877
48505,LG86532,11/10/16,Lead,,Copper,,1213,BLANCHARD AVE,FLINT,9125,180313,19.76032877
48505,LG91178,12/12/16,Lead,,Copper,,,0,FLINT,9125,180313,19.76032877
48505,LG92068,12/15/16,Lead,,Copper,,3507,DEARBORN AVE,FLINT,9125,180313,19.76032877
48505,LG68454,8/22/16,Lead,0,Copper,0,3841,HOLLY AVE,FLINT,9125,180313,19.76032877
48505,LG61139,7/20/16,Lead,0,Copper,110,1201,N GRAND TRAVERSE ST,FLINT,9125,180313,19.76032877
48505,LG66301,8/11/16,Lead,1,Copper,0,2025,HILLS ST,FLINT,9125,180313,19.76032877
48505,LG92352,12/19/16,Lead,,Copper,,1191,REX AVE,FLINT,9125,180313,19.76032877
48505,LG88029,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9125,180313,19.76032877
48505,LG69546,8/25/16,Lead,7,Copper,160,1505,ARROW LN,FLINT,9125,180313,19.76032877
48505,LG70074,8/29/16,Lead,0,Copper,0,2615,BROOKSIDE DR,FLINT,9125,180313,19.76032877
48505,LG87337,11/17/16,Lead,6,Copper,0,2816,CONCORD ST,FLINT,9125,180313,19.76032877
48505,LG75373,9/21/16,Lead,1,Copper,0,2411,NORBERT ST,FLINT,9125,180313,19.76032877
48505,LG60792,7/20/16,Lead,8,Copper,0,1514,WELCH BLVD,FLINT,9125,180313,19.76032877
48505,LG64547,8/4/16,Lead,0,Copper,0,917,MILLBROOK DR APT D,FLINT,9125,180313,19.76032877
48505,LG89877,12/5/16,Lead,,Copper,,520,S LYNCH,FLINT,9125,180313,19.76032877
48505,LG84517,10/31/16,Lead,0,Copper,0,120,ATHERTON RD,FLINT,9125,180313,19.76032877
48505,LG87347,11/17/16,Lead,5,Copper,70,2824,CONCORD ST,FLINT,9125,180313,19.76032877
48505,LG81110,10/10/16,Lead,3,Copper,60,1522,HUGHES AVE,FLINT,9125,180313,19.76032877
